_c0,Date,Number_of_Retweets,Tweet
87,"22 April",433,"RT @avalaina: Russians have to be accountable for all evil that they bring to our land and for all pain that they have done to our people.…"
89,"22 April",1447,"RT @olex_scherba: Her name is Maryna (15). 
#Russia bombarded her home in #Kharkiv oblast. 

#StandWithUkraine #RussianWarCrimes #ArmUkrain…"
90,"22 April",506,"RT @olex_scherba: A cemetery near #Chernihiv.
#RussianArmy paid a visit. 

#StandWithUkraine #StopRussia #ArmUkraineNow https://t.co/4ec4zp…"
92,"22 April",78,"RT @halyapuff: #Russia 'sentences' #CrimeanTatar leader Mustafa #Dzhemilev for seeking to enter his native #Crimea 
#Ukraine #LetMyPeopleGo…"
94,"22 April",1447,"RT @olex_scherba: Her name is Maryna (15). 
#Russia bombarded her home in #Kharkiv oblast. 

#StandWithUkraine #RussianWarCrimes #ArmUkrain…"
95,"22 April",257,"RT @DefenceHQ: The illegal and unprovoked invasion of Ukraine is continuing. 

The map below is the latest Defence Intelligence update on t…"
99,"22 April",337,"RT @PmurtTrump: FRIDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy from…"
0,"24 April",112,"RT @Mariana_Betsa: Valeria and her baby daughter Kira (three month old) were killed by Russia yesterday when its rocket hit a residential b…"
2,"24 April",436,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
3,"24 April",2668,"RT @Klitschko: This is the recipe for resistance: women and men of good will. Thank you World Central Kitchen for your precious help! #Chef…"
4,"24 April",436,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
8,"24 April",2186,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
9,"24 April",459,"RT @Amy_Siskind: Sunrise in Kyiv. Ukrainians made it thru the 60th night.

Putin is getting more barbaric 2 months into his failed invasion…"
10,"24 April",128,"RT @TheDemCoalition: ""About four weeks ago, Ukraine government leaders approached General Motors with a special request: It needed big vehi…"
12,"24 April",638,"RT @Klitschko: Day 60 of the Russian war. Even at Easter, Putin doesn‘t want peace in Ukraine. He bombs Ukraine to pieces. But Ukraine will…"
13,"24 April",482,"RT @halyapuff: #Russia is forcibly ‘mobilizing’ #Ukrainians from occupied territory to fight its war against #Ukraine 
#Zaporizhzhia #Khers…"
14,"24 April",81,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

#Putin and his regime wants to depopulate #Ukraine as best they can by:

⚫️Displacement
⚫️Deportation
⚫️Destr…"
15,"24 April",328,"RT @olex_scherba: She managed to escape from #Mariupol.

#StandWithUkraine #armUkraineNow https://t.co/bKUXVh5cNt"
18,"24 April",161,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

""HITLER IS FASCIST NUMBER ONE 
AND
PUTIN IS FASCIST NUMBER TWO!"",

says 85-year-old Ukrainan Roman Shvartsman…"
20,"24 April",638,"RT @Klitschko: Day 60 of the Russian war. Even at Easter, Putin doesn‘t want peace in Ukraine. He bombs Ukraine to pieces. But Ukraine will…"
22,"24 April",128,"RT @PmurtTrump: SUNDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy from…"
23,"24 April",114,"RT @DaveChia6: @abetterworld98 I made this meme to show what I think of those who #StandWithUkraine https://t.co/cu96jjzHVD"
26,"24 April",71,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

VICTORY OF UKRAINE 

If it weren't so sad, this would be like something out of a movie.

#StandWithUkraine
#B…"
27,"24 April",158,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DESTRUCTION OF UKRAINE   NO. 5

Listen what Makar, a 7-year-old boy from Mariupol, has to say.
 
📣🔔PLEASE RET…"
28,"24 April",113,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

SUPPORT UKRAINE   NO. 3

The only strategy Russia knows is killing civilians and destroying infrastructure.…"
32,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
33,"24 April",128,"RT @PmurtTrump: SUNDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy from…"
34,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
36,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
37,"24 April",329,"RT @Mariana_Betsa: Two beautiful talented girls Yelizaveta and Sonya were killed in Mariupol. They were actors in Mariupol theatre. - advis…"
40,"24 April",76,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

A missile hits #Kharkiv residential area.
What a terror.
And surely that was one of the smaller ones.

Video:…"
43,"24 April",65,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DESTRUCTION OF UKRAINE   NO. 4

Bodies, land mines and destruction: A Ukrainian region digs out after the Rus…"
44,"24 April",2186,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
49,"24 April",812,"RT @olex_scherba: #Russia bombards Odesa. One more dead child. Hey Odesa-born Russians, where is your voice? Where is your sharp-tongued, c…"
51,"24 April",482,"RT @halyapuff: #Russia is forcibly ‘mobilizing’ #Ukrainians from occupied territory to fight its war against #Ukraine 
#Zaporizhzhia #Khers…"
52,"24 April",188,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

It's so hilarious.

The #Ukraine flag was projected onto the Russian Embassy in #DC.
Of course, the Russians…"
58,"24 April",128,"RT @PmurtTrump: SUNDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy from…"
60,"24 April",60,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

SUPPORT UKRAINE   NO. 4

Alexander Dvornikov is the newly appointed Commander of Russian Forces in Ukraine,
a…"
61,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
62,"24 April",124,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

SUPPORT UKRAINE   NO. 4

“We stopped the enemy from all sides. We brought him losses he could never have imag…"
63,"24 April",113,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

SUPPORT UKRAINE   NO. 3

The only strategy Russia knows is killing civilians and destroying infrastructure.…"
64,"24 April",108,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DEBUNK RUSSIA    NO. 8
 
Bodies of 132 civilians shot by Russian troops found in Makariv, Kyiv region

https:…"
65,"24 April",245,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DESTRUCTION OF UKRAINE   NO. 1

This drone footage shows the incredible devastation of Mariupol from the Russ…"
66,"24 April",266,"RT @marikinoo: Ukrainian Easter 2022 be like
#StandWithUkraine #RussianWarCrimes #StopRussia https://t.co/RiigRlIaMu"
67,"24 April",2186,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
68,"24 April",566,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 23 April 2022
 
Find out more about the UK government's res…"
69,"24 April",547,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

""I SURVIVED HITLER, SURVIVED STALIN AND I WILL SURVIVE THAT ASSHOLE PUTIN TOO!"",

says 96-year-old Ukrainian…"
71,"24 April",68,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

TESTIMONY FROM MARIUPOL

Escape from Mariupol: the man who swam to safety from Russian terror 

https://t.co/…"
72,"24 April",245,"RT @MFA_Ukraine: The rescuer washes the cat found under the rubble. He took the cat to his unit.

#Ukrainians care about all living creatur…"
73,"24 April",112,"RT @Mariana_Betsa: Valeria and her baby daughter Kira (three month old) were killed by Russia yesterday when its rocket hit a residential b…"
74,"24 April",217,"RT @DefenceHQ: The illegal and unprovoked invasion of Ukraine is continuing. 

The map below is the latest Defence Intelligence update on t…"
75,"24 April",66,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DEBUNK RUSSIA    NO. 9

German Intelligence Intercepts Radio Traffic Discussing the Murder of Civilians 

htt…"
76,"24 April",638,"RT @Klitschko: Day 60 of the Russian war. Even at Easter, Putin doesn‘t want peace in Ukraine. He bombs Ukraine to pieces. But Ukraine will…"
77,"24 April",108,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DEBUNK RUSSIA    NO. 8
 
Bodies of 132 civilians shot by Russian troops found in Makariv, Kyiv region

https:…"
81,"24 April",614,"RT @olex_scherba: This little angel died yesterday under Putin’s bombardment in Odesa…

#StopPutinNOW #StopRussiaNow #StandWithUkraine #Rus…"
83,"24 April",600,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 24 April 2022
 
Find out more about the UK government's res…"
84,"24 April",79,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

Obama: I Underestimated the Threat of Disinformation

 https://t.co/U3YVuTC542 
 
#Ukraine
#StandWithUkraine…"
85,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
86,"24 April",204,"RT @Amy_Siskind: Ukrainian officials say they have destroyed a Russian command post in the Kherson region, which had been under Russian con…"
92,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
93,"24 April",437,"RT @avalaina: Unfortunately, these children from the catacombs of Azovstal plant in Mariupol do not have Easter, pasky or sun even today. T…"
94,"24 April",118,"RT @Dr_Woga: 🇷🇺💥🤛💪🇺🇦❤🇺🇦💪🤜💥🇷🇺

DEBUNK RUSSIA    NO. 5

A Ukrainian journalist recounts her final days in the town of Bucha.

By Oksana Semen…"
98,"24 April",171,"RT @Amy_Siskind: Secretary of State Blinken and Defense Sec Austin will meet with President Zelensky in Kyiv tomorrow.  Strong show of supp…"
99,"24 April",638,"RT @Klitschko: Day 60 of the Russian war. Even at Easter, Putin doesn‘t want peace in Ukraine. He bombs Ukraine to pieces. But Ukraine will…"
0,"23 April",884,"RT @olex_scherba: A group of German intellectuals urged @OlafScholz not to supply weapons to Ukraine. I didn’t know “German intellectuals”…"
1,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
2,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
4,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
5,"23 April",3456,"RT @ukraine_world: No day without singing ""Chervonoyi kalyny"" (""Red Viburnum"").
Yelyzaveta from Ukraine sings with 300 Lithuanians in Vilni…"
7,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
8,"23 April",172,"RT @avalaina: A firefighter rescues books from the rubble in Chernihiv.
April 22, 2022
#StandWithUkraine 
Photo Emilio Morenatti https://t.…"
9,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
16,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
17,"23 April",2604,"RT @Klitschko: This is the recipe for resistance: women and men of good will. Thank you World Central Kitchen for your precious help! #Chef…"
18,"23 April",857,"RT @EmineDzheppar: #Kharkiv, Viktor Hubariev, 79, killed by #Russian bomb. He went out to buy bread and bring it back home to his daughter…"
19,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
20,"23 April",385,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 23 April 2022
 
Find out more about the UK government's res…"
22,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
25,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
26,"23 April",172,"RT @avalaina: A firefighter rescues books from the rubble in Chernihiv.
April 22, 2022
#StandWithUkraine 
Photo Emilio Morenatti https://t.…"
27,"23 April",322,"RT @PmurtTrump: SATURDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy fro…"
30,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
32,"23 April",385,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 23 April 2022
 
Find out more about the UK government's res…"
34,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
37,"23 April",172,"RT @avalaina: A firefighter rescues books from the rubble in Chernihiv.
April 22, 2022
#StandWithUkraine 
Photo Emilio Morenatti https://t.…"
44,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
46,"23 April",884,"RT @olex_scherba: A group of German intellectuals urged @OlafScholz not to supply weapons to Ukraine. I didn’t know “German intellectuals”…"
50,"23 April",884,"RT @olex_scherba: A group of German intellectuals urged @OlafScholz not to supply weapons to Ukraine. I didn’t know “German intellectuals”…"
52,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
53,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
54,"23 April",857,"RT @EmineDzheppar: #Kharkiv, Viktor Hubariev, 79, killed by #Russian bomb. He went out to buy bread and bring it back home to his daughter…"
57,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
62,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
64,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
69,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
70,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
74,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
75,"23 April",2345,"RT @olex_scherba: Her name is Maryna (15). 
#Russia bombarded her home in #Kharkiv oblast. 

#StandWithUkraine #RussianWarCrimes #ArmUkrain…"
77,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
78,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
79,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
81,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
82,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
83,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
86,"23 April",78,"RT @avalaina: Tetyana Teren: World Book Day is celebrated on April 23. 
And this is the Chernihiv Library for Youth in the photo by Yevhen…"
87,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
88,"23 April",857,"RT @EmineDzheppar: #Kharkiv, Viktor Hubariev, 79, killed by #Russian bomb. He went out to buy bread and bring it back home to his daughter…"
89,"23 April",364,"RT @joncoopertweets: 🇺🇦🇺🇸 BREAKING: President Zelenskyy is expecting Secretary of State Tony Blinken and Defense Secretary Lloyd Austin to…"
90,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
91,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
93,"23 April",884,"RT @olex_scherba: A group of German intellectuals urged @OlafScholz not to supply weapons to Ukraine. I didn’t know “German intellectuals”…"
96,"23 April",385,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 23 April 2022
 
Find out more about the UK government's res…"
97,"23 April",823,"RT @olex_scherba: This morning this man woke up in his apartment in #Kharkiv. At some point he went for groceries. Then #Russian shelling b…"
99,"23 April",385,"RT @DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine - 23 April 2022
 
Find out more about the UK government's res…"
8,"23 April",230,"RT @ua_parliament: 🛑 PLEASE SHARE THIS INFO! 
We need humanitarian corridors from #Mariupol! Help save Mariupol!

#SaveMariupol #StopRussia…"
9,"23 April",2032,"RT @olex_scherba: Donetsk oblast. Yet another temple destroyed by 🇷🇺defenders of Christian values. 

#StandWithUkraine #TerroRussia #Putins…"
14,"23 April",169,"RT @Mariana_Betsa: Two beautiful talented girls Yelizaveta and Sonya were killed in Mariupol. They were actors in Mariupol theatre. - advis…"
16,"23 April",281,"RT @PmurtTrump: SATURDAY DEMOCRATIC MEET UP!

November 8th will be here before we know it. Build the 🌊 blue wave🌊 to save our democracy fro…"
17,"23 April",230,"RT @ua_parliament: 🛑 PLEASE SHARE THIS INFO! 
We need humanitarian corridors from #Mariupol! Help save Mariupol!

#SaveMariupol #StopRussia…"
20,"23 April",9873,"RT @electroboyusa: 🇺🇦 If you are praying for President Zelenskyy, his wife and children, I want to follow you!

🇺🇦 And please RETWEET for p…"
23,"23 April",644,"RT @olex_scherba: #Russia bombards Odesa. One more dead child. Hey Odesa-born Russians, where is your voice? Where is your sharp-tongued, c…"
28,"23 April",2486,"RT @Klitschko: This is the recipe for resistance: women and men of good will. Thank you World Central Kitchen for your precious help! #Chef…"
35,"23 April",602,"RT @MFA_Ukraine: Our heroes are risking their lives to save animals 💙💛

We are grateful to all the shelters and volunteers working to save…"
36,"23 April",2961,"RT @Mariana_Betsa: This brave doctor, Olena Kushnir, died in Mariupol.
In early March, she recorded a video urging the world to help civili…"
37,"23 April",2961,"RT @Mariana_Betsa: This brave doctor, Olena Kushnir, died in Mariupol.
In early March, she recorded a video urging the world to help civili…"
40,"23 April",85,"RT @alinaobykova: I used to love Russian, it's a beautiful and expressive language. But speaking it hurts now and I just can't do it anymor…"
